epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,179.202,1.36408,1.16893,1.40621,0.65854,0.56308,0.56825,0.26812,1.8056,1.55335,1.74678,0.000828443,0.000828443,0.000828443
43,183.312,1.37007,1.16659,1.37919,0.65988,0.5199,0.59544,0.28572,1.81199,1.57685,1.70397,0.000820525,0.000820525,0.000820525
44,187.501,1.36852,1.18736,1.39023,0.62666,0.55371,0.57433,0.25526,1.81083,1.63802,1.70444,0.000812468,0.000812468,0.000812468
45,191.583,1.38564,1.1973,1.40744,0.56052,0.53958,0.5367,0.23517,1.8507,1.71082,1.76038,0.000804277,0.000804277,0.000804277
46,195.833,1.33303,1.15104,1.36155,0.58808,0.52166,0.53317,0.24139,1.82869,1.67686,1.7566,0.000795954,0.000795954,0.000795954
47,199.9,1.31636,1.12754,1.37158,0.63828,0.50968,0.55755,0.24915,1.84652,1.5814,1.75754,0.000787503,0.000787503,0.000787503
48,203.98,1.31977,1.09647,1.36971,0.64003,0.5626,0.61643,0.28256,1.82113,1.52472,1.72592,0.000778929,0.000778929,0.000778929
49,208.056,1.33195,1.10028,1.36049,0.65254,0.55552,0.60073,0.28516,1.84643,1.54568,1.7736,0.000770234,0.000770234,0.000770234
50,212.124,1.29342,1.08771,1.33198,0.65256,0.54156,0.60163,0.26465,1.8939,1.55387,1.79576,0.000761423,0.000761423,0.000761423
51,216.209,1.31555,1.1057,1.35003,0.65588,0.50959,0.5835,0.27061,1.8081,1.59433,1.75025,0.0007525,0.0007525,0.0007525
52,220.313,1.32686,1.1055,1.33171,0.58757,0.51634,0.53877,0.2637,1.84262,1.68473,1.72107,0.000743468,0.000743468,0.000743468
53,224.424,1.32305,1.06556,1.33398,0.5434,0.60755,0.57543,0.2766,1.8377,1.55292,1.74446,0.000734332,0.000734332,0.000734332
54,228.504,1.3124,1.10437,1.34927,0.66898,0.56241,0.5928,0.28037,1.81912,1.54612,1.72847,0.000725094,0.000725094,0.000725094
55,232.895,1.30731,1.05623,1.33999,0.64212,0.53773,0.56751,0.25672,1.86305,1.52686,1.76209,0.000715761,0.000715761,0.000715761
56,237.021,1.30631,1.05245,1.3218,0.69601,0.51775,0.57045,0.27214,1.82851,1.56662,1.73058,0.000706335,0.000706335,0.000706335
57,241.105,1.28747,1.05952,1.31649,0.66412,0.55349,0.6017,0.28856,1.79286,1.47356,1.73396,0.00069682,0.00069682,0.00069682
58,245.291,1.26703,1.03474,1.30725,0.75985,0.49703,0.59864,0.29498,1.81205,1.5566,1.77337,0.000687222,0.000687222,0.000687222
