epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
80,24116,1.22812,1.01293,1.32092,0.7286,0.65758,0.71537,0.44058,1.27903,1.24648,1.48844,0.000463579,0.000463579,0.000463579
81,24415.1,1.22073,0.99478,1.31745,0.72656,0.65691,0.71462,0.44012,1.28136,1.24643,1.49175,0.000453258,0.000453258,0.000453258
82,24714.1,1.21868,0.99551,1.31421,0.71298,0.66864,0.71358,0.43983,1.28446,1.24423,1.49533,0.00044296,0.00044296,0.00044296
83,25013.1,1.20953,0.98641,1.31282,0.71356,0.66861,0.71472,0.44024,1.2859,1.24347,1.49749,0.000432689,0.000432689,0.000432689
84,25311.9,1.21155,0.9745,1.31066,0.71504,0.66667,0.71444,0.44017,1.28676,1.24295,1.4987,0.000422449,0.000422449,0.000422449
85,25611,1.20572,0.96913,1.30405,0.7104,0.67205,0.71484,0.43969,1.28745,1.24356,1.50034,0.000412246,0.000412246,0.000412246
86,25910,1.19885,0.95926,1.30102,0.7112,0.6743,0.71482,0.43976,1.28772,1.24275,1.50195,0.000402084,0.000402084,0.000402084
87,26208.7,1.20199,0.95923,1.30315,0.71156,0.67335,0.71431,0.43961,1.28906,1.24295,1.50362,0.000391966,0.000391966,0.000391966
88,26507.5,1.19432,0.94722,1.2952,0.70999,0.67248,0.71332,0.43975,1.29072,1.24349,1.5062,0.000381899,0.000381899,0.000381899
89,26806.3,1.19709,0.95336,1.29944,0.71131,0.67046,0.7134,0.43976,1.2935,1.24259,1.51,0.000371885,0.000371885,0.000371885
90,27105.1,1.19261,0.95024,1.29328,0.71071,0.67191,0.71372,0.4398,1.29439,1.24282,1.5109,0.000361929,0.000361929,0.000361929
91,27404,1.18699,0.93551,1.28736,0.71414,0.67093,0.71368,0.43964,1.29557,1.2438,1.51275,0.000352037,0.000352037,0.000352037
92,27702.7,1.17811,0.92107,1.28831,0.71372,0.67085,0.71347,0.4393,1.29645,1.24439,1.51352,0.000342211,0.000342211,0.000342211
93,28001.4,1.17204,0.92313,1.28503,0.7193,0.66299,0.71276,0.43887,1.29724,1.24471,1.51535,0.000332457,0.000332457,0.000332457
94,28300.2,1.18576,0.93159,1.28848,0.7177,0.66495,0.7119,0.43876,1.29781,1.24339,1.51702,0.000322778,0.000322778,0.000322778
95,28599.2,1.1747,0.92216,1.28131,0.71752,0.66381,0.71152,0.43785,1.29764,1.24419,1.51654,0.00031318,0.00031318,0.00031318
96,28898.1,1.16764,0.91368,1.27786,0.72162,0.66351,0.71069,0.43734,1.29859,1.24509,1.51798,0.000303665,0.000303665,0.000303665
97,29197.1,1.16031,0.90263,1.2729,0.7218,0.66137,0.70993,0.43713,1.29964,1.24538,1.5199,0.000294239,0.000294239,0.000294239
98,29495.8,1.16083,0.89669,1.27189,0.7218,0.66188,0.70992,0.43711,1.30024,1.24755,1.52083,0.000284906,0.000284906,0.000284906
99,29794.8,1.16053,0.89333,1.26535,0.71979,0.66126,0.70896,0.43677,1.30085,1.24865,1.52247,0.000275668,0.000275668,0.000275668
100,30093.7,1.1563,0.89116,1.26484,0.71866,0.66276,0.709,0.43662,1.30078,1.25024,1.5227,0.000266532,0.000266532,0.000266532
101,30392.5,1.15026,0.8825,1.26369,0.7205,0.66343,0.70945,0.43651,1.30055,1.25159,1.52197,0.0002575,0.0002575,0.0002575
