epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,809.469,0.91174,0.6314,1.09042,0.70368,0.60285,0.64638,0.32429,1.75857,1.35721,1.75907,0.000214046,0.000214046,0.000214046
107,817.72,0.89668,0.6177,1.09061,0.72358,0.60027,0.65209,0.34389,1.74525,1.33981,1.74389,0.000205723,0.000205723,0.000205723
108,826.132,0.91211,0.62161,1.07801,0.75864,0.57559,0.64889,0.33912,1.76675,1.36941,1.757,0.000197532,0.000197532,0.000197532
109,834.24,0.8895,0.6051,1.07724,0.7895,0.53959,0.644,0.33543,1.71443,1.40424,1.70606,0.000189475,0.000189475,0.000189475
110,841.758,0.85718,0.58721,1.0849,0.75943,0.56143,0.64485,0.33049,1.73003,1.38011,1.73354,0.000181557,0.000181557,0.000181557
111,848.995,0.84693,0.67347,1.05163,0.75208,0.5674,0.64658,0.33452,1.74427,1.35045,1.75115,0.00017378,0.00017378,0.00017378
112,856.249,0.88199,0.60083,1.08543,0.7734,0.54946,0.64721,0.33251,1.74725,1.37405,1.75338,0.000166149,0.000166149,0.000166149
113,863.487,0.88179,0.59347,1.07664,0.75056,0.56793,0.65035,0.33316,1.75606,1.36173,1.75463,0.000158667,0.000158667,0.000158667
114,870.734,0.85356,0.60819,1.07297,0.6676,0.62694,0.66399,0.33193,1.7427,1.32388,1.74962,0.000151336,0.000151336,0.000151336
115,878.379,0.87233,0.61487,1.0735,0.68019,0.65311,0.67703,0.33854,1.74618,1.31803,1.73654,0.000144161,0.000144161,0.000144161
116,885.644,0.86391,0.59114,1.07735,0.69123,0.65511,0.6727,0.34306,1.7221,1.32157,1.73879,0.000137143,0.000137143,0.000137143
117,892.905,0.84981,0.59475,1.07357,0.72207,0.5893,0.65417,0.33426,1.7183,1.36109,1.73278,0.000130287,0.000130287,0.000130287
118,900.183,0.84422,0.59685,1.06858,0.69832,0.62386,0.65459,0.33068,1.75449,1.37144,1.75667,0.000123596,0.000123596,0.000123596
119,907.443,0.84184,0.60034,1.07047,0.75072,0.59333,0.65533,0.33183,1.76804,1.35802,1.78391,0.000117072,0.000117072,0.000117072
120,914.94,0.83208,0.57885,1.06171,0.76683,0.54749,0.63787,0.32238,1.76704,1.38523,1.78226,0.000110718,0.000110718,0.000110718
121,922.209,0.8084,0.60151,1.04093,0.75377,0.57353,0.64534,0.33095,1.73284,1.39493,1.7373,0.000104537,0.000104537,0.000104537
122,929.493,0.82692,0.57277,1.04959,0.72617,0.59133,0.65683,0.33717,1.72997,1.36268,1.75385,9.85311e-05,9.85311e-05,9.85311e-05
123,936.785,0.81386,0.56312,1.05545,0.7744,0.56096,0.65258,0.33988,1.7197,1.33586,1.76039,9.2704e-05,9.2704e-05,9.2704e-05
124,944.059,0.83408,0.58188,1.06421,0.72301,0.62127,0.66099,0.34013,1.71026,1.35034,1.74379,8.70577e-05,8.70577e-05,8.70577e-05
125,951.557,0.82193,0.55284,1.05155,0.75538,0.57648,0.65573,0.33766,1.7232,1.36633,1.73272,8.15947e-05,8.15947e-05,8.15947e-05
126,958.767,0.81336,0.54824,1.05081,0.75711,0.5794,0.66169,0.34007,1.72878,1.35387,1.74569,7.63174e-05,7.63174e-05,7.63174e-05
127,966.04,0.80297,0.56798,1.05967,0.77304,0.56546,0.65495,0.33638,1.73561,1.34738,1.76781,7.12282e-05,7.12282e-05,7.12282e-05
128,973.31,0.82916,0.64223,1.055,0.79023,0.5485,0.64018,0.33174,1.74386,1.35249,1.77846,6.63292e-05,6.63292e-05,6.63292e-05
129,980.767,0.80465,0.55495,1.04356,0.76534,0.54946,0.6414,0.33257,1.73576,1.35669,1.77824,6.16227e-05,6.16227e-05,6.16227e-05
130,988.263,0.78873,0.52653,1.02184,0.73402,0.58309,0.649,0.33382,1.73734,1.35196,1.78424,5.71106e-05,5.71106e-05,5.71106e-05
131,995.532,0.80504,0.55267,1.06635,0.74781,0.57986,0.65227,0.33054,1.74529,1.33966,1.7807,5.2795e-05,5.2795e-05,5.2795e-05
132,1002.79,0.79248,0.53935,1.03749,0.70941,0.58333,0.64593,0.32985,1.76148,1.33232,1.79587,4.86777e-05,4.86777e-05,4.86777e-05
133,1010.06,0.80277,0.56059,1.04271,0.69461,0.59615,0.64735,0.33473,1.74371,1.32768,1.77632,4.47606e-05,4.47606e-05,4.47606e-05
134,1017.59,0.78148,0.6119,1.01792,0.71963,0.5734,0.65446,0.33369,1.73524,1.31755,1.77529,4.10454e-05,4.10454e-05,4.10454e-05
135,1025.06,0.79397,0.53542,1.02754,0.72443,0.56943,0.6536,0.33349,1.74436,1.33472,1.78749,3.75337e-05,3.75337e-05,3.75337e-05
136,1033.23,0.76962,0.49918,1.00887,0.73571,0.56937,0.64547,0.32816,1.74373,1.36167,1.79077,3.4227e-05,3.4227e-05,3.4227e-05
137,1040.49,0.74568,0.46557,0.9894,0.76393,0.54605,0.63239,0.32313,1.76773,1.38331,1.81227,3.11268e-05,3.11268e-05,3.11268e-05
138,1047.71,0.73241,0.45558,0.99229,0.77085,0.55349,0.63202,0.32132,1.76503,1.38305,1.80967,2.82345e-05,2.82345e-05,2.82345e-05
139,1055.1,0.72305,0.44545,0.97585,0.75851,0.55366,0.62909,0.32249,1.7581,1.40336,1.80867,2.55513e-05,2.55513e-05,2.55513e-05
140,1062.3,0.73557,0.4342,0.96561,0.74653,0.55255,0.62829,0.32404,1.76126,1.40696,1.8135,2.30784e-05,2.30784e-05,2.30784e-05
141,1069.52,0.73572,0.45804,0.98679,0.75541,0.54556,0.63324,0.3203,1.75143,1.40618,1.79249,2.08169e-05,2.08169e-05,2.08169e-05
142,1076.73,0.7062,0.42643,0.96521,0.75815,0.55149,0.6439,0.32267,1.75951,1.3995,1.80657,1.87678e-05,1.87678e-05,1.87678e-05
